town	year	value	cat	county
Weymouth	2018	57511	population	Norfolk
Weymouth	2019	57746	population	Norfolk
Whately	2010	1504	population	Franklin
Whately	2011	1510	population	Franklin
Whately	2012	1516	population	Franklin
Whately	2013	1517	population	Franklin
Whately	2014	1528	population	Franklin
Whately	2015	1533	population	Franklin
Whately	2016	1537	population	Franklin
Whately	2017	1558	population	Franklin
Whately	2018	1567	population	Franklin
Whately	2019	1567	population	Franklin
Whitman	2010	14511	population	Plymouth
Whitman	2011	14572	population	Plymouth
Whitman	2012	14617	population	Plymouth
Whitman	2013	14716	population	Plymouth
Whitman	2014	14793	population	Plymouth
Whitman	2015	14861	population	Plymouth
Whitman	2016	14948	population	Plymouth
Whitman	2017	15040	population	Plymouth
Whitman	2018	15184	population	Plymouth
Whitman	2019	15216	population	Plymouth
Wilbraham	2010	14226	population	Hampden
Wilbraham	2011	14322	population	Hampden
Wilbraham	2012	14377	population	Hampden
Wilbraham	2013	14442	population	Hampden
Wilbraham	2014	14486	population	Hampden
Wilbraham	2015	14583	population	Hampden
Wilbraham	2016	14587	population	Hampden
Wilbraham	2017	14616	population	Hampden
Wilbraham	2018	14707	population	Hampden
Wilbraham	2019	14689	population	Hampden
Williamsburg	2010	2486	population	Hampshire
Williamsburg	2011	2489	population	Hampshire
Williamsburg	2012	2495	population	Hampshire
Williamsburg	2013	2490	population	Hampshire
Williamsburg	2014	2482	population	Hampshire
Williamsburg	2015	2473	population	Hampshire
Williamsburg	2016	2487	population	Hampshire
Williamsburg	2017	2488	population	Hampshire
Williamsburg	2018	2481	population	Hampshire
Williamsburg	2019	2466	population	Hampshire
Williamstown	2010	7785	population	Berkshire
Williamstown	2011	7738	population	Berkshire
Williamstown	2012	7400	population	Berkshire
Williamstown	2013	7321	population	Berkshire
Williamstown	2014	7463	population	Berkshire
Williamstown	2015	7594	population	Berkshire
Williamstown	2016	7540	population	Berkshire
Williamstown	2017	7509	population	Berkshire
Williamstown	2018	7487	population	Berkshire
Williamstown	2019	7434	population	Berkshire
Wilmington	2010	22406	population	Middlesex
Wilmington	2011	22675	population	Middlesex
Wilmington	2012	22962	population	Middlesex
Wilmington	2013	23079	population	Middlesex
Wilmington	2014	23216	population	Middlesex
Wilmington	2015	23278	population	Middlesex
Wilmington	2016	23388	population	Middlesex
Wilmington	2017	23407	population	Middlesex
Wilmington	2018	23425	population	Middlesex
Wilmington	2019	23445	population	Middlesex
Winchendon	2010	10360	population	Worcester
Winchendon	2011	10442	population	Worcester
Winchendon	2012	10519	population	Worcester
Winchendon	2013	10599	population	Worcester
Winchendon	2014	10659	population	Worcester
Winchendon	2015	10734	population	Worcester
Winchendon	2016	10803	population	Worcester
Winchendon	2017	10858	population	Worcester
Winchendon	2018	10886	population	Worcester
Winchendon	2019	10905	population	Worcester
Winchester	2010	21475	population	Middlesex
Winchester	2011	21726	population	Middlesex
Winchester	2012	22034	population	Middlesex
Winchester	2013	22280	population	Middlesex
Winchester	2014	22451	population	Middlesex
Winchester	2015	22571	population	Middlesex
Winchester	2016	22679	population	Middlesex
Winchester	2017	22802	population	Middlesex
Winchester	2018	22800	population	Middlesex
Winchester	2019	22799	population	Middlesex
Windsor	2010	898	population	Berkshire
Windsor	2011	895	population	Berkshire
Windsor	2012	894	population	Berkshire
Windsor	2013	893	population	Berkshire
Windsor	2014	888	population	Berkshire
Windsor	2015	878	population	Berkshire
Windsor	2016	873	population	Berkshire
Windsor	2017	874	population	Berkshire
Windsor	2018	874	population	Berkshire
Windsor	2019	866	population	Berkshire
Winthrop	2010	17538	population	Suffolk
Winthrop	2011	17801	population	Suffolk
Winthrop	2012	17996	population	Suffolk
Winthrop	2013	18148	population	Suffolk
Winthrop	2014	18288	population	Suffolk
Winthrop	2015	18405	population	Suffolk
Winthrop	2016	18525	population	Suffolk
Winthrop	2017	18660	population	Suffolk
Winthrop	2018	18580	population	Suffolk
Winthrop	2019	18544	population	Suffolk
Woburn	2010	39063	population	Middlesex
Woburn	2011	39439	population	Middlesex
Woburn	2012	39679	population	Middlesex
Woburn	2013	39905	population	Middlesex
Woburn	2014	40101	population	Middlesex
Woburn	2015	40280	population	Middlesex
Woburn	2016	40341	population	Middlesex
Woburn	2017	40382	population	Middlesex
Woburn	2018	40284	population	Middlesex
Woburn	2019	40228	population	Middlesex
Worcester	2010	181759	population	Worcester
Worcester	2011	182387	population	Worcester
Worcester	2012	182575	population	Worcester
Worcester	2013	183327	population	Worcester
Worcester	2014	184559	population	Worcester
Worcester	2015	184627	population	Worcester
Worcester	2016	184859	population	Worcester
Worcester	2017	185325	population	Worcester
Worcester	2018	185555	population	Worcester
Worcester	2019	185428	population	Worcester
Worthington	2010	1159	population	Hampshire
Worthington	2011	1165	population	Hampshire
Worthington	2012	1172	population	Hampshire
Worthington	2013	1177	population	Hampshire
Worthington	2014	1179	population	Hampshire
Worthington	2015	1182	population	Hampshire
Worthington	2016	1189	population	Hampshire
Worthington	2017	1191	population	Hampshire
Worthington	2018	1184	population	Hampshire
Worthington	2019	1175	population	Hampshire
Wrentham	2010	11061	population	Norfolk
Wrentham	2011	11112	population	Norfolk
Wrentham	2012	11219	population	Norfolk
Wrentham	2013	11359	population	Norfolk
Wrentham	2014	11505	population	Norfolk
Wrentham	2015	11606	population	Norfolk
Wrentham	2016	11728	population	Norfolk
Wrentham	2017	11861	population	Norfolk
Wrentham	2018	11949	population	Norfolk
Wrentham	2019	12023	population	Norfolk
Yarmouth	2010	23797	population	Barnstable
Yarmouth	2011	23723	population	Barnstable
Yarmouth	2012	23622	population	Barnstable
Yarmouth	2013	23641	population	Barnstable
Yarmouth	2014	23550	population	Barnstable
Yarmouth	2015	23458	population	Barnstable
Yarmouth	2016	23400	population	Barnstable
Yarmouth	2017	23345	population	Barnstable
Yarmouth	2018	23295	population	Barnstable
Yarmouth	2019	23203	population	Barnstable
Barnstable Town	2006	619	Br0_rent	NA
Barnstable Town	2006	725	Br1_rent	NA
Barnstable Town	2006	954	Br2_rent	NA
Barnstable Town	2006	1138	Br3_rent	NA
Barnstable Town	2006	1174	Br4_rent	NA
Bourne	2006	619	Br0_rent	Barnstable
Bourne	2006	725	Br1_rent	Barnstable
Bourne	2006	954	Br2_rent	Barnstable
Bourne	2006	1138	Br3_rent	Barnstable
Bourne	2006	1174	Br4_rent	Barnstable
Brewster	2006	619	Br0_rent	Barnstable
Brewster	2006	725	Br1_rent	Barnstable
Brewster	2006	954	Br2_rent	Barnstable
Brewster	2006	1138	Br3_rent	Barnstable
Brewster	2006	1174	Br4_rent	Barnstable
Chatham	2006	619	Br0_rent	Barnstable
Chatham	2006	725	Br1_rent	Barnstable
Chatham	2006	954	Br2_rent	Barnstable
Chatham	2006	1138	Br3_rent	Barnstable
Chatham	2006	1174	Br4_rent	Barnstable
Dennis	2006	619	Br0_rent	Barnstable
Dennis	2006	725	Br1_rent	Barnstable
Dennis	2006	954	Br2_rent	Barnstable
Dennis	2006	1138	Br3_rent	Barnstable
Dennis	2006	1174	Br4_rent	Barnstable
Eastham	2006	619	Br0_rent	Barnstable
Eastham	2006	725	Br1_rent	Barnstable
Eastham	2006	954	Br2_rent	Barnstable
Eastham	2006	1138	Br3_rent	Barnstable
Eastham	2006	1174	Br4_rent	Barnstable
Falmouth	2006	619	Br0_rent	Barnstable
Falmouth	2006	725	Br1_rent	Barnstable
Falmouth	2006	954	Br2_rent	Barnstable
Falmouth	2006	1138	Br3_rent	Barnstable
Falmouth	2006	1174	Br4_rent	Barnstable
Harwich	2006	619	Br0_rent	Barnstable
Harwich	2006	725	Br1_rent	Barnstable
Harwich	2006	954	Br2_rent	Barnstable
Harwich	2006	1138	Br3_rent	Barnstable
Harwich	2006	1174	Br4_rent	Barnstable
Mashpee	2006	619	Br0_rent	Barnstable
Mashpee	2006	725	Br1_rent	Barnstable
Mashpee	2006	954	Br2_rent	Barnstable
Mashpee	2006	1138	Br3_rent	Barnstable
Mashpee	2006	1174	Br4_rent	Barnstable
Orleans	2006	619	Br0_rent	Barnstable
Orleans	2006	725	Br1_rent	Barnstable
Orleans	2006	954	Br2_rent	Barnstable
Orleans	2006	1138	Br3_rent	Barnstable
Orleans	2006	1174	Br4_rent	Barnstable
Province town	2006	619	Br0_rent	NA
Province town	2006	725	Br1_rent	NA
Province town	2006	954	Br2_rent	NA
Province town	2006	1138	Br3_rent	NA
Province town	2006	1174	Br4_rent	NA
Sandwich	2006	619	Br0_rent	Barnstable
Sandwich	2006	725	Br1_rent	Barnstable
Sandwich	2006	954	Br2_rent	Barnstable
Sandwich	2006	1138	Br3_rent	Barnstable
Sandwich	2006	1174	Br4_rent	Barnstable
Truro	2006	619	Br0_rent	Barnstable
Truro	2006	725	Br1_rent	Barnstable
Truro	2006	954	Br2_rent	Barnstable
Truro	2006	1138	Br3_rent	Barnstable
Truro	2006	1174	Br4_rent	Barnstable
Wellfleet	2006	619	Br0_rent	Barnstable
Wellfleet	2006	725	Br1_rent	Barnstable
Wellfleet	2006	954	Br2_rent	Barnstable
Wellfleet	2006	1138	Br3_rent	Barnstable
Wellfleet	2006	1174	Br4_rent	Barnstable
Yarmouth	2006	619	Br0_rent	Barnstable
Yarmouth	2006	725	Br1_rent	Barnstable
Yarmouth	2006	954	Br2_rent	Barnstable
Yarmouth	2006	1138	Br3_rent	Barnstable
Yarmouth	2006	1174	Br4_rent	Barnstable
Adams	2006	464	Br0_rent	Berkshire
Adams	2006	542	Br1_rent	Berkshire
Adams	2006	672	Br2_rent	Berkshire
Adams	2006	864	Br3_rent	Berkshire
Adams	2006	890	Br4_rent	Berkshire
Alford	2006	491	Br0_rent	Berkshire
Alford	2006	551	Br1_rent	Berkshire
Alford	2006	636	Br2_rent	Berkshire
Alford	2006	871	Br3_rent	Berkshire
Alford	2006	895	Br4_rent	Berkshire
Becket	2006	491	Br0_rent	Berkshire
Becket	2006	551	Br1_rent	Berkshire
Becket	2006	636	Br2_rent	Berkshire
Becket	2006	871	Br3_rent	Berkshire
Becket	2006	895	Br4_rent	Berkshire
Cheshire	2006	464	Br0_rent	Berkshire
Cheshire	2006	542	Br1_rent	Berkshire
Cheshire	2006	672	Br2_rent	Berkshire
Cheshire	2006	864	Br3_rent	Berkshire
Cheshire	2006	890	Br4_rent	Berkshire
Clarksburg	2006	491	Br0_rent	Berkshire
Clarksburg	2006	551	Br1_rent	Berkshire
Clarksburg	2006	636	Br2_rent	Berkshire
Clarksburg	2006	871	Br3_rent	Berkshire
Clarksburg	2006	895	Br4_rent	Berkshire
Dalton	2006	464	Br0_rent	Berkshire
Dalton	2006	542	Br1_rent	Berkshire
Dalton	2006	672	Br2_rent	Berkshire
Dalton	2006	864	Br3_rent	Berkshire
Dalton	2006	890	Br4_rent	Berkshire
Egremont	2006	491	Br0_rent	Berkshire
Egremont	2006	551	Br1_rent	Berkshire
Egremont	2006	636	Br2_rent	Berkshire
Egremont	2006	871	Br3_rent	Berkshire
Egremont	2006	895	Br4_rent	Berkshire
Florida	2006	491	Br0_rent	Berkshire
Florida	2006	551	Br1_rent	Berkshire
Florida	2006	636	Br2_rent	Berkshire
Florida	2006	871	Br3_rent	Berkshire
Florida	2006	895	Br4_rent	Berkshire
Great Barrington	2006	491	Br0_rent	Berkshire
Great Barrington	2006	551	Br1_rent	Berkshire
Great Barrington	2006	636	Br2_rent	Berkshire
Great Barrington	2006	871	Br3_rent	Berkshire
Great Barrington	2006	895	Br4_rent	Berkshire
Hancock	2006	491	Br0_rent	Berkshire
Hancock	2006	551	Br1_rent	Berkshire
Hancock	2006	636	Br2_rent	Berkshire
Hancock	2006	871	Br3_rent	Berkshire
Hancock	2006	895	Br4_rent	Berkshire
Hinsdale	2006	464	Br0_rent	Berkshire
Hinsdale	2006	542	Br1_rent	Berkshire
Hinsdale	2006	672	Br2_rent	Berkshire
Hinsdale	2006	864	Br3_rent	Berkshire
Hinsdale	2006	890	Br4_rent	Berkshire
Lanesborough	2006	464	Br0_rent	Berkshire
Lanesborough	2006	542	Br1_rent	Berkshire
Lanesborough	2006	672	Br2_rent	Berkshire
Lanesborough	2006	864	Br3_rent	Berkshire
Lanesborough	2006	890	Br4_rent	Berkshire
Lee	2006	464	Br0_rent	Berkshire
Lee	2006	542	Br1_rent	Berkshire
Lee	2006	672	Br2_rent	Berkshire
Lee	2006	864	Br3_rent	Berkshire
Lee	2006	890	Br4_rent	Berkshire
Lenox	2006	464	Br0_rent	Berkshire
Lenox	2006	542	Br1_rent	Berkshire
Lenox	2006	672	Br2_rent	Berkshire
Lenox	2006	864	Br3_rent	Berkshire
Lenox	2006	890	Br4_rent	Berkshire
Monterey	2006	491	Br0_rent	Berkshire
Monterey	2006	551	Br1_rent	Berkshire
Monterey	2006	636	Br2_rent	Berkshire
Monterey	2006	871	Br3_rent	Berkshire
Monterey	2006	895	Br4_rent	Berkshire
Mount Washington	2006	491	Br0_rent	Berkshire
Mount Washington	2006	551	Br1_rent	Berkshire
Mount Washington	2006	636	Br2_rent	Berkshire
Mount Washington	2006	871	Br3_rent	Berkshire
Mount Washington	2006	895	Br4_rent	Berkshire
New Ashford	2006	491	Br0_rent	Berkshire
New Ashford	2006	551	Br1_rent	Berkshire
New Ashford	2006	636	Br2_rent	Berkshire
New Ashford	2006	871	Br3_rent	Berkshire
New Ashford	2006	895	Br4_rent	Berkshire
New Marlborough	2006	491	Br0_rent	Berkshire
New Marlborough	2006	551	Br1_rent	Berkshire
New Marlborough	2006	636	Br2_rent	Berkshire
New Marlborough	2006	871	Br3_rent	Berkshire
New Marlborough	2006	895	Br4_rent	Berkshire
North Adams	2006	491	Br0_rent	Berkshire
North Adams	2006	551	Br1_rent	Berkshire
North Adams	2006	636	Br2_rent	Berkshire
North Adams	2006	871	Br3_rent	Berkshire
North Adams	2006	895	Br4_rent	Berkshire
Otis	2006	491	Br0_rent	Berkshire
Otis	2006	551	Br1_rent	Berkshire
Otis	2006	636	Br2_rent	Berkshire
Otis	2006	871	Br3_rent	Berkshire
Otis	2006	895	Br4_rent	Berkshire
Peru	2006	491	Br0_rent	Berkshire
Peru	2006	551	Br1_rent	Berkshire
Peru	2006	636	Br2_rent	Berkshire
Peru	2006	871	Br3_rent	Berkshire
Peru	2006	895	Br4_rent	Berkshire
Pittsfield	2006	464	Br0_rent	Berkshire
Pittsfield	2006	542	Br1_rent	Berkshire
Pittsfield	2006	672	Br2_rent	Berkshire
Pittsfield	2006	864	Br3_rent	Berkshire
Pittsfield	2006	890	Br4_rent	Berkshire
Richmond	2006	464	Br0_rent	Berkshire
Richmond	2006	542	Br1_rent	Berkshire
Richmond	2006	672	Br2_rent	Berkshire
Richmond	2006	864	Br3_rent	Berkshire
Richmond	2006	890	Br4_rent	Berkshire
Sandisfield	2006	491	Br0_rent	Berkshire
Sandisfield	2006	551	Br1_rent	Berkshire
Sandisfield	2006	636	Br2_rent	Berkshire
Sandisfield	2006	871	Br3_rent	Berkshire
Sandisfield	2006	895	Br4_rent	Berkshire
Savoy	2006	491	Br0_rent	Berkshire
Savoy	2006	551	Br1_rent	Berkshire
Savoy	2006	636	Br2_rent	Berkshire
Savoy	2006	871	Br3_rent	Berkshire
Savoy	2006	895	Br4_rent	Berkshire
Sheffield	2006	491	Br0_rent	Berkshire
Sheffield	2006	551	Br1_rent	Berkshire
Sheffield	2006	636	Br2_rent	Berkshire
Sheffield	2006	871	Br3_rent	Berkshire
Sheffield	2006	895	Br4_rent	Berkshire
Stockbridge	2006	464	Br0_rent	Berkshire
Stockbridge	2006	542	Br1_rent	Berkshire
Stockbridge	2006	672	Br2_rent	Berkshire
Stockbridge	2006	864	Br3_rent	Berkshire
Stockbridge	2006	890	Br4_rent	Berkshire
Tyringham	2006	491	Br0_rent	Berkshire
Tyringham	2006	551	Br1_rent	Berkshire
Tyringham	2006	636	Br2_rent	Berkshire
Tyringham	2006	871	Br3_rent	Berkshire
Tyringham	2006	895	Br4_rent	Berkshire
Washington	2006	491	Br0_rent	Berkshire
Washington	2006	551	Br1_rent	Berkshire
Washington	2006	636	Br2_rent	Berkshire
Washington	2006	871	Br3_rent	Berkshire
Washington	2006	895	Br4_rent	Berkshire
West Stockbridge	2006	491	Br0_rent	Berkshire
West Stockbridge	2006	551	Br1_rent	Berkshire
West Stockbridge	2006	636	Br2_rent	Berkshire
West Stockbridge	2006	871	Br3_rent	Berkshire
West Stockbridge	2006	895	Br4_rent	Berkshire
Williams town	2006	491	Br0_rent	NA
Williams town	2006	551	Br1_rent	NA
Williams town	2006	636	Br2_rent	NA
Williams town	2006	871	Br3_rent	NA
Williams town	2006	895	Br4_rent	NA
Windsor	2006	491	Br0_rent	Berkshire
Windsor	2006	551	Br1_rent	Berkshire
Windsor	2006	636	Br2_rent	Berkshire
Windsor	2006	871	Br3_rent	Berkshire
Windsor	2006	895	Br4_rent	Berkshire
Acushnet	2006	514	Br0_rent	Bristol
Acushnet	2006	658	Br1_rent	Bristol
Acushnet	2006	753	Br2_rent	Bristol
Acushnet	2006	902	Br3_rent	Bristol
Acushnet	2006	1217	Br4_rent	Bristol
Attleboro	2006	757	Br0_rent	Bristol
Attleboro	2006	827	Br1_rent	Bristol
Attleboro	2006	965	Br2_rent	Bristol
Attleboro	2006	1155	Br3_rent	Bristol
Attleboro	2006	1472	Br4_rent	Bristol
Berkley	2006	644	Br0_rent	Bristol
Berkley	2006	812	Br1_rent	Bristol
Berkley	2006	992	Br2_rent	Bristol
Berkley	2006	1217	Br3_rent	Bristol
Berkley	2006	1313	Br4_rent	Bristol
Dartmouth	2006	514	Br0_rent	Bristol
Dartmouth	2006	658	Br1_rent	Bristol
Dartmouth	2006	753	Br2_rent	Bristol
Dartmouth	2006	902	Br3_rent	Bristol
Dartmouth	2006	1217	Br4_rent	Bristol
Dighton	2006	644	Br0_rent	Bristol
Dighton	2006	812	Br1_rent	Bristol
Dighton	2006	992	Br2_rent	Bristol
Dighton	2006	1217	Br3_rent	Bristol
Dighton	2006	1313	Br4_rent	Bristol
Easton	2006	833	Br0_rent	Bristol
Easton	2006	1103	Br1_rent	Bristol
Easton	2006	1283	Br2_rent	Bristol
Easton	2006	1534	Br3_rent	Bristol
Easton	2006	2218	Br4_rent	Bristol
Fairhaven	2006	514	Br0_rent	Bristol
Fairhaven	2006	658	Br1_rent	Bristol
Fairhaven	2006	753	Br2_rent	Bristol
Fairhaven	2006	902	Br3_rent	Bristol
Fairhaven	2006	1217	Br4_rent	Bristol
Fall River	2006	757	Br0_rent	Bristol
Fall River	2006	827	Br1_rent	Bristol
Fall River	2006	965	Br2_rent	Bristol
Fall River	2006	1155	Br3_rent	Bristol
Fall River	2006	1472	Br4_rent	Bristol
Free town	2006	514	Br0_rent	NA
Free town	2006	658	Br1_rent	NA
Free town	2006	753	Br2_rent	NA
Free town	2006	902	Br3_rent	NA
Free town	2006	1217	Br4_rent	NA
Mansfield	2006	644	Br0_rent	Bristol
Mansfield	2006	812	Br1_rent	Bristol
Mansfield	2006	992	Br2_rent	Bristol
Mansfield	2006	1217	Br3_rent	Bristol
Mansfield	2006	1313	Br4_rent	Bristol
New Bedford	2006	514	Br0_rent	Bristol
New Bedford	2006	658	Br1_rent	Bristol
New Bedford	2006	753	Br2_rent	Bristol
New Bedford	2006	902	Br3_rent	Bristol
New Bedford	2006	1217	Br4_rent	Bristol
North Attleborough	2006	757	Br0_rent	Bristol
North Attleborough	2006	827	Br1_rent	Bristol
North Attleborough	2006	965	Br2_rent	Bristol
North Attleborough	2006	1155	Br3_rent	Bristol
North Attleborough	2006	1472	Br4_rent	Bristol
Norton	2006	644	Br0_rent	Bristol
Norton	2006	812	Br1_rent	Bristol
Norton	2006	992	Br2_rent	Bristol
Norton	2006	1217	Br3_rent	Bristol
Norton	2006	1313	Br4_rent	Bristol
Raynham	2006	833	Br0_rent	Bristol
Raynham	2006	1103	Br1_rent	Bristol
Raynham	2006	1283	Br2_rent	Bristol
Raynham	2006	1534	Br3_rent	Bristol
Raynham	2006	2218	Br4_rent	Bristol
Rehoboth	2006	757	Br0_rent	Bristol
Rehoboth	2006	827	Br1_rent	Bristol
Rehoboth	2006	965	Br2_rent	Bristol
Rehoboth	2006	1155	Br3_rent	Bristol
Rehoboth	2006	1472	Br4_rent	Bristol
Seekonk	2006	757	Br0_rent	Bristol
Seekonk	2006	827	Br1_rent	Bristol
Seekonk	2006	965	Br2_rent	Bristol
Seekonk	2006	1155	Br3_rent	Bristol
Seekonk	2006	1472	Br4_rent	Bristol
Somerset	2006	757	Br0_rent	Bristol
Somerset	2006	827	Br1_rent	Bristol
Somerset	2006	965	Br2_rent	Bristol
Somerset	2006	1155	Br3_rent	Bristol
Somerset	2006	1472	Br4_rent	Bristol
Swansea	2006	757	Br0_rent	Bristol
Swansea	2006	827	Br1_rent	Bristol
Swansea	2006	965	Br2_rent	Bristol
Swansea	2006	1155	Br3_rent	Bristol
Swansea	2006	1472	Br4_rent	Bristol
Taunton	2006	644	Br0_rent	Bristol
Taunton	2006	812	Br1_rent	Bristol
Taunton	2006	992	Br2_rent	Bristol
Taunton	2006	1217	Br3_rent	Bristol
Taunton	2006	1313	Br4_rent	Bristol
Westport	2006	757	Br0_rent	Bristol
Westport	2006	827	Br1_rent	Bristol
Westport	2006	965	Br2_rent	Bristol
Westport	2006	1155	Br3_rent	Bristol
Westport	2006	1472	Br4_rent	Bristol
Aquinnah	2006	742	Br0_rent	Dukes
Aquinnah	2006	942	Br1_rent	Dukes
Aquinnah	2006	1121	Br2_rent	Dukes
Aquinnah	2006	1340	Br3_rent	Dukes
Aquinnah	2006	1381	Br4_rent	Dukes
Chilmark	2006	742	Br0_rent	Dukes
Chilmark	2006	942	Br1_rent	Dukes
Chilmark	2006	1121	Br2_rent	Dukes
Chilmark	2006	1340	Br3_rent	Dukes
Chilmark	2006	1381	Br4_rent	Dukes
Edgar town	2006	742	Br0_rent	NA
Edgar town	2006	942	Br1_rent	NA
Edgar town	2006	1121	Br2_rent	NA
Edgar town	2006	1340	Br3_rent	NA
Edgar town	2006	1381	Br4_rent	NA
Gosnold	2006	742	Br0_rent	Dukes
Gosnold	2006	942	Br1_rent	Dukes
Gosnold	2006	1121	Br2_rent	Dukes
Gosnold	2006	1340	Br3_rent	Dukes
Gosnold	2006	1381	Br4_rent	Dukes
Oak Bluffs	2006	742	Br0_rent	Dukes
Oak Bluffs	2006	942	Br1_rent	Dukes
Oak Bluffs	2006	1121	Br2_rent	Dukes
Oak Bluffs	2006	1340	Br3_rent	Dukes
Oak Bluffs	2006	1381	Br4_rent	Dukes
Tisbury	2006	742	Br0_rent	Dukes
Tisbury	2006	942	Br1_rent	Dukes
Tisbury	2006	1121	Br2_rent	Dukes
Tisbury	2006	1340	Br3_rent	Dukes
Tisbury	2006	1381	Br4_rent	Dukes
West Tisbury	2006	742	Br0_rent	Dukes
West Tisbury	2006	942	Br1_rent	Dukes
West Tisbury	2006	1121	Br2_rent	Dukes
West Tisbury	2006	1340	Br3_rent	Dukes
West Tisbury	2006	1381	Br4_rent	Dukes
Amesbury	2006	1063	Br0_rent	Essex
Amesbury	2006	1128	Br1_rent	Essex
Amesbury	2006	1324	Br2_rent	Essex
Amesbury	2006	1584	Br3_rent	Essex
Amesbury	2006	1740	Br4_rent	Essex
Andover	2006	677	Br0_rent	Essex
Andover	2006	862	Br1_rent	Essex
Andover	2006	1042	Br2_rent	Essex
Andover	2006	1244	Br3_rent	Essex
Andover	2006	1283	Br4_rent	Essex
Beverly	2006	1063	Br0_rent	Essex
Beverly	2006	1128	Br1_rent	Essex
Beverly	2006	1324	Br2_rent	Essex
Beverly	2006	1584	Br3_rent	Essex
Beverly	2006	1740	Br4_rent	Essex
Boxford	2006	677	Br0_rent	Essex
Boxford	2006	862	Br1_rent	Essex
Boxford	2006	1042	Br2_rent	Essex
Boxford	2006	1244	Br3_rent	Essex
Boxford	2006	1283	Br4_rent	Essex
Danvers	2006	1063	Br0_rent	Essex
Danvers	2006	1128	Br1_rent	Essex
Danvers	2006	1324	Br2_rent	Essex
Danvers	2006	1584	Br3_rent	Essex
Danvers	2006	1740	Br4_rent	Essex
Essex	2006	1063	Br0_rent	Essex
Essex	2006	1128	Br1_rent	Essex
Essex	2006	1324	Br2_rent	Essex
Essex	2006	1584	Br3_rent	Essex
Essex	2006	1740	Br4_rent	Essex
George town	2006	677	Br0_rent	NA
George town	2006	862	Br1_rent	NA
George town	2006	1042	Br2_rent	NA
George town	2006	1244	Br3_rent	NA
George town	2006	1283	Br4_rent	NA
Gloucester	2006	1063	Br0_rent	Essex
Gloucester	2006	1128	Br1_rent	Essex
Gloucester	2006	1324	Br2_rent	Essex
Gloucester	2006	1584	Br3_rent	Essex
Gloucester	2006	1740	Br4_rent	Essex
Groveland	2006	677	Br0_rent	Essex
Groveland	2006	862	Br1_rent	Essex
Groveland	2006	1042	Br2_rent	Essex
Groveland	2006	1244	Br3_rent	Essex
Groveland	2006	1283	Br4_rent	Essex
Hamilton	2006	1063	Br0_rent	Essex
Hamilton	2006	1128	Br1_rent	Essex
Hamilton	2006	1324	Br2_rent	Essex
Hamilton	2006	1584	Br3_rent	Essex
Hamilton	2006	1740	Br4_rent	Essex
Haverhill	2006	677	Br0_rent	Essex
Haverhill	2006	862	Br1_rent	Essex
Haverhill	2006	1042	Br2_rent	Essex
Haverhill	2006	1244	Br3_rent	Essex
Haverhill	2006	1283	Br4_rent	Essex
Ipswich	2006	1063	Br0_rent	Essex
Ipswich	2006	1128	Br1_rent	Essex
Ipswich	2006	1324	Br2_rent	Essex
Ipswich	2006	1584	Br3_rent	Essex
Ipswich	2006	1740	Br4_rent	Essex
Lawrence	2006	677	Br0_rent	Essex
Lawrence	2006	862	Br1_rent	Essex
Lawrence	2006	1042	Br2_rent	Essex
Lawrence	2006	1244	Br3_rent	Essex
Lawrence	2006	1283	Br4_rent	Essex
Lynn	2006	1063	Br0_rent	Essex
Lynn	2006	1128	Br1_rent	Essex
Lynn	2006	1324	Br2_rent	Essex
Lynn	2006	1584	Br3_rent	Essex
Lynn	2006	1740	Br4_rent	Essex
Lynnfield	2006	1063	Br0_rent	Essex
Lynnfield	2006	1128	Br1_rent	Essex
Lynnfield	2006	1324	Br2_rent	Essex
Lynnfield	2006	1584	Br3_rent	Essex
Lynnfield	2006	1740	Br4_rent	Essex
Manchester-by-the-Sea	2006	1063	Br0_rent	Essex
Manchester-by-the-Sea	2006	1128	Br1_rent	Essex
Manchester-by-the-Sea	2006	1324	Br2_rent	Essex
Manchester-by-the-Sea	2006	1584	Br3_rent	Essex
Manchester-by-the-Sea	2006	1740	Br4_rent	Essex
Marblehead	2006	1063	Br0_rent	Essex
Marblehead	2006	1128	Br1_rent	Essex
Marblehead	2006	1324	Br2_rent	Essex
Marblehead	2006	1584	Br3_rent	Essex
Marblehead	2006	1740	Br4_rent	Essex
Merrimac	2006	677	Br0_rent	Essex
Merrimac	2006	862	Br1_rent	Essex
Merrimac	2006	1042	Br2_rent	Essex
Merrimac	2006	1244	Br3_rent	Essex
Merrimac	2006	1283	Br4_rent	Essex
Methuen	2006	677	Br0_rent	Essex
Methuen	2006	862	Br1_rent	Essex
Methuen	2006	1042	Br2_rent	Essex
Methuen	2006	1244	Br3_rent	Essex
Methuen	2006	1283	Br4_rent	Essex
Middleton	2006	1063	Br0_rent	Essex
Middleton	2006	1128	Br1_rent	Essex
Middleton	2006	1324	Br2_rent	Essex
Middleton	2006	1584	Br3_rent	Essex
Middleton	2006	1740	Br4_rent	Essex
Nahant	2006	1063	Br0_rent	Essex
Nahant	2006	1128	Br1_rent	Essex
Nahant	2006	1324	Br2_rent	Essex
Nahant	2006	1584	Br3_rent	Essex
Nahant	2006	1740	Br4_rent	Essex
Newbury	2006	1063	Br0_rent	Essex
Newbury	2006	1128	Br1_rent	Essex
