town	year	value	cat	county
Lawrence	2012	1350	Br4_rent	Essex
Lynn	2012	1099	Br0_rent	Essex
Lynn	2012	1166	Br1_rent	Essex
Lynn	2012	1369	Br2_rent	Essex
Lynn	2012	1637	Br3_rent	Essex
Lynn	2012	1799	Br4_rent	Essex
Lynnfield	2012	1099	Br0_rent	Essex
Lynnfield	2012	1166	Br1_rent	Essex
Lynnfield	2012	1369	Br2_rent	Essex
Lynnfield	2012	1637	Br3_rent	Essex
Lynnfield	2012	1799	Br4_rent	Essex
Manchester-by-the-Sea	2012	1099	Br0_rent	Essex
Manchester-by-the-Sea	2012	1166	Br1_rent	Essex
Manchester-by-the-Sea	2012	1369	Br2_rent	Essex
Manchester-by-the-Sea	2012	1637	Br3_rent	Essex
Manchester-by-the-Sea	2012	1799	Br4_rent	Essex
Marblehead	2012	1099	Br0_rent	Essex
Marblehead	2012	1166	Br1_rent	Essex
Marblehead	2012	1369	Br2_rent	Essex
Marblehead	2012	1637	Br3_rent	Essex
Marblehead	2012	1799	Br4_rent	Essex
Merrimac	2012	713	Br0_rent	Essex
Merrimac	2012	907	Br1_rent	Essex
Merrimac	2012	1097	Br2_rent	Essex
Merrimac	2012	1310	Br3_rent	Essex
Merrimac	2012	1350	Br4_rent	Essex
Methuen	2012	713	Br0_rent	Essex
Methuen	2012	907	Br1_rent	Essex
Methuen	2012	1097	Br2_rent	Essex
Methuen	2012	1310	Br3_rent	Essex
Methuen	2012	1350	Br4_rent	Essex
Middleton	2012	1099	Br0_rent	Essex
Middleton	2012	1166	Br1_rent	Essex
Middleton	2012	1369	Br2_rent	Essex
Middleton	2012	1637	Br3_rent	Essex
Middleton	2012	1799	Br4_rent	Essex
Nahant	2012	1099	Br0_rent	Essex
Nahant	2012	1166	Br1_rent	Essex
Nahant	2012	1369	Br2_rent	Essex
Nahant	2012	1637	Br3_rent	Essex
Nahant	2012	1799	Br4_rent	Essex
Newbury	2012	1099	Br0_rent	Essex
Newbury	2012	1166	Br1_rent	Essex
Newbury	2012	1369	Br2_rent	Essex
Newbury	2012	1637	Br3_rent	Essex
Newbury	2012	1799	Br4_rent	Essex
Newburyport	2012	1099	Br0_rent	Essex
Newburyport	2012	1166	Br1_rent	Essex
Newburyport	2012	1369	Br2_rent	Essex
Newburyport	2012	1637	Br3_rent	Essex
Newburyport	2012	1799	Br4_rent	Essex
North Andover	2012	713	Br0_rent	Essex
North Andover	2012	907	Br1_rent	Essex
North Andover	2012	1097	Br2_rent	Essex
North Andover	2012	1310	Br3_rent	Essex
North Andover	2012	1350	Br4_rent	Essex
Peabody	2012	1099	Br0_rent	Essex
Peabody	2012	1166	Br1_rent	Essex
Peabody	2012	1369	Br2_rent	Essex
Peabody	2012	1637	Br3_rent	Essex
Peabody	2012	1799	Br4_rent	Essex
Rockport	2012	1099	Br0_rent	Essex
Rockport	2012	1166	Br1_rent	Essex
Rockport	2012	1369	Br2_rent	Essex
Rockport	2012	1637	Br3_rent	Essex
Rockport	2012	1799	Br4_rent	Essex
Rowley	2012	1099	Br0_rent	Essex
Rowley	2012	1166	Br1_rent	Essex
Rowley	2012	1369	Br2_rent	Essex
Rowley	2012	1637	Br3_rent	Essex
Rowley	2012	1799	Br4_rent	Essex
Salem	2012	1099	Br0_rent	Essex
Salem	2012	1166	Br1_rent	Essex
Salem	2012	1369	Br2_rent	Essex
Salem	2012	1637	Br3_rent	Essex
Salem	2012	1799	Br4_rent	Essex
Salisbury	2012	1099	Br0_rent	Essex
Salisbury	2012	1166	Br1_rent	Essex
Salisbury	2012	1369	Br2_rent	Essex
Salisbury	2012	1637	Br3_rent	Essex
Salisbury	2012	1799	Br4_rent	Essex
Saugus	2012	1099	Br0_rent	Essex
Saugus	2012	1166	Br1_rent	Essex
Saugus	2012	1369	Br2_rent	Essex
Saugus	2012	1637	Br3_rent	Essex
Saugus	2012	1799	Br4_rent	Essex
Swampscott	2012	1099	Br0_rent	Essex
Swampscott	2012	1166	Br1_rent	Essex
Swampscott	2012	1369	Br2_rent	Essex
Swampscott	2012	1637	Br3_rent	Essex
Swampscott	2012	1799	Br4_rent	Essex
Topsfield	2012	1099	Br0_rent	Essex
Topsfield	2012	1166	Br1_rent	Essex
Topsfield	2012	1369	Br2_rent	Essex
Topsfield	2012	1637	Br3_rent	Essex
Topsfield	2012	1799	Br4_rent	Essex
Wenham	2012	1099	Br0_rent	Essex
Wenham	2012	1166	Br1_rent	Essex
Wenham	2012	1369	Br2_rent	Essex
Wenham	2012	1637	Br3_rent	Essex
Wenham	2012	1799	Br4_rent	Essex
West Newbury	2012	713	Br0_rent	Essex
West Newbury	2012	907	Br1_rent	Essex
West Newbury	2012	1097	Br2_rent	Essex
West Newbury	2012	1310	Br3_rent	Essex
West Newbury	2012	1350	Br4_rent	Essex
Ashfield	2012	585	Br0_rent	Franklin
Ashfield	2012	683	Br1_rent	Franklin
Ashfield	2012	846	Br2_rent	Franklin
Ashfield	2012	1129	Br3_rent	Franklin
Ashfield	2012	1363	Br4_rent	Franklin
Bernardston	2012	585	Br0_rent	Franklin
Bernardston	2012	683	Br1_rent	Franklin
Bernardston	2012	846	Br2_rent	Franklin
Bernardston	2012	1129	Br3_rent	Franklin
Bernardston	2012	1363	Br4_rent	Franklin
Buckland	2012	585	Br0_rent	Franklin
Buckland	2012	683	Br1_rent	Franklin
Buckland	2012	846	Br2_rent	Franklin
Buckland	2012	1129	Br3_rent	Franklin
Buckland	2012	1363	Br4_rent	Franklin
Charlemont	2012	585	Br0_rent	Franklin
Charlemont	2012	683	Br1_rent	Franklin
Charlemont	2012	846	Br2_rent	Franklin
Charlemont	2012	1129	Br3_rent	Franklin
Charlemont	2012	1363	Br4_rent	Franklin
Colrain	2012	585	Br0_rent	Franklin
Colrain	2012	683	Br1_rent	Franklin
Colrain	2012	846	Br2_rent	Franklin
Colrain	2012	1129	Br3_rent	Franklin
Colrain	2012	1363	Br4_rent	Franklin
Conway	2012	585	Br0_rent	Franklin
Conway	2012	683	Br1_rent	Franklin
Conway	2012	846	Br2_rent	Franklin
Conway	2012	1129	Br3_rent	Franklin
Conway	2012	1363	Br4_rent	Franklin
Deerfield	2012	585	Br0_rent	Franklin
Deerfield	2012	683	Br1_rent	Franklin
Deerfield	2012	846	Br2_rent	Franklin
Deerfield	2012	1129	Br3_rent	Franklin
Deerfield	2012	1363	Br4_rent	Franklin
Erving	2012	585	Br0_rent	Franklin
Erving	2012	683	Br1_rent	Franklin
Erving	2012	846	Br2_rent	Franklin
Erving	2012	1129	Br3_rent	Franklin
Erving	2012	1363	Br4_rent	Franklin
Gill	2012	NA	Br0_rent	Franklin
Gill	2012	585	Br1_rent	Franklin
Gill	2012	683	Br2_rent	Franklin
Gill	2012	846	Br3_rent	Franklin
Gill	2012	1129	Br4_rent	Franklin
Greenfield	2012	585	Br0_rent	Franklin
Greenfield	2012	683	Br1_rent	Franklin
Greenfield	2012	846	Br2_rent	Franklin
Greenfield	2012	1129	Br3_rent	Franklin
Greenfield	2012	1363	Br4_rent	Franklin
Hawley	2012	585	Br0_rent	Franklin
Hawley	2012	683	Br1_rent	Franklin
Hawley	2012	846	Br2_rent	Franklin
Hawley	2012	1129	Br3_rent	Franklin
Hawley	2012	1363	Br4_rent	Franklin
Heath	2012	585	Br0_rent	Franklin
Heath	2012	683	Br1_rent	Franklin
Heath	2012	846	Br2_rent	Franklin
Heath	2012	1129	Br3_rent	Franklin
Heath	2012	1363	Br4_rent	Franklin
Leverett	2012	585	Br0_rent	Franklin
Leverett	2012	683	Br1_rent	Franklin
Leverett	2012	846	Br2_rent	Franklin
Leverett	2012	1129	Br3_rent	Franklin
Leverett	2012	1363	Br4_rent	Franklin
Leyden	2012	585	Br0_rent	Franklin
Leyden	2012	683	Br1_rent	Franklin
Leyden	2012	846	Br2_rent	Franklin
Leyden	2012	1129	Br3_rent	Franklin
Leyden	2012	1363	Br4_rent	Franklin
Monroe	2012	585	Br0_rent	Franklin
Monroe	2012	683	Br1_rent	Franklin
Monroe	2012	846	Br2_rent	Franklin
Monroe	2012	1129	Br3_rent	Franklin
Monroe	2012	1363	Br4_rent	Franklin
Montague	2012	585	Br0_rent	Franklin
Montague	2012	683	Br1_rent	Franklin
Montague	2012	846	Br2_rent	Franklin
Montague	2012	1129	Br3_rent	Franklin
Montague	2012	1363	Br4_rent	Franklin
New Salem	2012	585	Br0_rent	Franklin
New Salem	2012	683	Br1_rent	Franklin
New Salem	2012	846	Br2_rent	Franklin
New Salem	2012	1129	Br3_rent	Franklin
New Salem	2012	1363	Br4_rent	Franklin
Northfield	2012	585	Br0_rent	Franklin
Northfield	2012	683	Br1_rent	Franklin
Northfield	2012	846	Br2_rent	Franklin
Northfield	2012	1129	Br3_rent	Franklin
Northfield	2012	1363	Br4_rent	Franklin
Orange	2012	585	Br0_rent	Franklin
Orange	2012	683	Br1_rent	Franklin
Orange	2012	846	Br2_rent	Franklin
Orange	2012	1129	Br3_rent	Franklin
Orange	2012	1363	Br4_rent	Franklin
Rowe	2012	585	Br0_rent	Franklin
Rowe	2012	683	Br1_rent	Franklin
Rowe	2012	846	Br2_rent	Franklin
Rowe	2012	1129	Br3_rent	Franklin
Rowe	2012	1363	Br4_rent	Franklin
Shelburne	2012	585	Br0_rent	Franklin
Shelburne	2012	683	Br1_rent	Franklin
Shelburne	2012	846	Br2_rent	Franklin
Shelburne	2012	1129	Br3_rent	Franklin
Shelburne	2012	1363	Br4_rent	Franklin
Shutesbury	2012	585	Br0_rent	Franklin
Shutesbury	2012	683	Br1_rent	Franklin
Shutesbury	2012	846	Br2_rent	Franklin
Shutesbury	2012	1129	Br3_rent	Franklin
Shutesbury	2012	1363	Br4_rent	Franklin
Sunderland	2012	566	Br0_rent	Franklin
Sunderland	2012	673	Br1_rent	Franklin
Sunderland	2012	855	Br2_rent	Franklin
Sunderland	2012	1023	Br3_rent	Franklin
Sunderland	2012	1188	Br4_rent	Franklin
Warwick	2012	585	Br0_rent	Franklin
Warwick	2012	683	Br1_rent	Franklin
Warwick	2012	846	Br2_rent	Franklin
Warwick	2012	1129	Br3_rent	Franklin
Warwick	2012	1363	Br4_rent	Franklin
Wendell	2012	585	Br0_rent	Franklin
Wendell	2012	683	Br1_rent	Franklin
Wendell	2012	846	Br2_rent	Franklin
Wendell	2012	1129	Br3_rent	Franklin
Wendell	2012	1363	Br4_rent	Franklin
Whately	2012	585	Br0_rent	Franklin
Whately	2012	683	Br1_rent	Franklin
Whately	2012	846	Br2_rent	Franklin
Whately	2012	1129	Br3_rent	Franklin
Whately	2012	1363	Br4_rent	Franklin
Agawam	2012	566	Br0_rent	Hampden
Agawam	2012	673	Br1_rent	Hampden
Agawam	2012	855	Br2_rent	Hampden
Agawam	2012	1023	Br3_rent	Hampden
Agawam	2012	1188	Br4_rent	Hampden
Blandford	2012	566	Br0_rent	Hampden
Blandford	2012	673	Br1_rent	Hampden
Blandford	2012	855	Br2_rent	Hampden
Blandford	2012	1023	Br3_rent	Hampden
Blandford	2012	1188	Br4_rent	Hampden
Brimfield	2012	566	Br0_rent	Hampden
Brimfield	2012	673	Br1_rent	Hampden
Brimfield	2012	855	Br2_rent	Hampden
Brimfield	2012	1023	Br3_rent	Hampden
Brimfield	2012	1188	Br4_rent	Hampden
Chester	2012	566	Br0_rent	Hampden
Chester	2012	673	Br1_rent	Hampden
Chester	2012	855	Br2_rent	Hampden
Chester	2012	1023	Br3_rent	Hampden
Chester	2012	1188	Br4_rent	Hampden
Chicopee	2012	566	Br0_rent	Hampden
Chicopee	2012	673	Br1_rent	Hampden
Chicopee	2012	855	Br2_rent	Hampden
Chicopee	2012	1023	Br3_rent	Hampden
Chicopee	2012	1188	Br4_rent	Hampden
East Longmeadow	2012	566	Br0_rent	Hampden
East Longmeadow	2012	673	Br1_rent	Hampden
East Longmeadow	2012	855	Br2_rent	Hampden
East Longmeadow	2012	1023	Br3_rent	Hampden
East Longmeadow	2012	1188	Br4_rent	Hampden
Granville	2012	566	Br0_rent	Hampden
Granville	2012	673	Br1_rent	Hampden
Granville	2012	855	Br2_rent	Hampden
Granville	2012	1023	Br3_rent	Hampden
Granville	2012	1188	Br4_rent	Hampden
Hampden	2012	566	Br0_rent	Hampden
Hampden	2012	673	Br1_rent	Hampden
Hampden	2012	855	Br2_rent	Hampden
Hampden	2012	1023	Br3_rent	Hampden
Hampden	2012	1188	Br4_rent	Hampden
Holland	2012	566	Br0_rent	Hampden
Holland	2012	673	Br1_rent	Hampden
Holland	2012	855	Br2_rent	Hampden
Holland	2012	1023	Br3_rent	Hampden
Holland	2012	1188	Br4_rent	Hampden
Holyoke	2012	566	Br0_rent	Hampden
Holyoke	2012	673	Br1_rent	Hampden
Holyoke	2012	855	Br2_rent	Hampden
Holyoke	2012	1023	Br3_rent	Hampden
Holyoke	2012	1188	Br4_rent	Hampden
Longmeadow	2012	566	Br0_rent	Hampden
Longmeadow	2012	673	Br1_rent	Hampden
Longmeadow	2012	855	Br2_rent	Hampden
Longmeadow	2012	1023	Br3_rent	Hampden
Longmeadow	2012	1188	Br4_rent	Hampden
Ludlow	2012	566	Br0_rent	Hampden
Ludlow	2012	673	Br1_rent	Hampden
Ludlow	2012	855	Br2_rent	Hampden
Ludlow	2012	1023	Br3_rent	Hampden
Ludlow	2012	1188	Br4_rent	Hampden
Monson	2012	566	Br0_rent	Hampden
Monson	2012	673	Br1_rent	Hampden
Monson	2012	855	Br2_rent	Hampden
Monson	2012	1023	Br3_rent	Hampden
Monson	2012	1188	Br4_rent	Hampden
Montgomery	2012	566	Br0_rent	Hampden
Montgomery	2012	673	Br1_rent	Hampden
Montgomery	2012	855	Br2_rent	Hampden
Montgomery	2012	1023	Br3_rent	Hampden
Montgomery	2012	1188	Br4_rent	Hampden
Palmer	2012	566	Br0_rent	Hampden
Palmer	2012	673	Br1_rent	Hampden
Palmer	2012	855	Br2_rent	Hampden
Palmer	2012	1023	Br3_rent	Hampden
Palmer	2012	1188	Br4_rent	Hampden
Russell	2012	566	Br0_rent	Hampden
Russell	2012	673	Br1_rent	Hampden
Russell	2012	855	Br2_rent	Hampden
Russell	2012	1023	Br3_rent	Hampden
Russell	2012	1188	Br4_rent	Hampden
Southwick	2012	566	Br0_rent	Hampden
Southwick	2012	673	Br1_rent	Hampden
Southwick	2012	855	Br2_rent	Hampden
Southwick	2012	1023	Br3_rent	Hampden
Southwick	2012	1188	Br4_rent	Hampden
Springfield	2012	566	Br0_rent	Hampden
Springfield	2012	673	Br1_rent	Hampden
Springfield	2012	855	Br2_rent	Hampden
Springfield	2012	1023	Br3_rent	Hampden
Springfield	2012	1188	Br4_rent	Hampden
Tolland	2012	566	Br0_rent	Hampden
Tolland	2012	673	Br1_rent	Hampden
Tolland	2012	855	Br2_rent	Hampden
Tolland	2012	1023	Br3_rent	Hampden
Tolland	2012	1188	Br4_rent	Hampden
Wales	2012	566	Br0_rent	Hampden
Wales	2012	673	Br1_rent	Hampden
Wales	2012	855	Br2_rent	Hampden
Wales	2012	1023	Br3_rent	Hampden
Wales	2012	1188	Br4_rent	Hampden
Westfield	2012	566	Br0_rent	Hampden
Westfield	2012	673	Br1_rent	Hampden
Westfield	2012	855	Br2_rent	Hampden
Westfield	2012	1023	Br3_rent	Hampden
Westfield	2012	1188	Br4_rent	Hampden
West Springfield	2012	566	Br0_rent	Hampden
West Springfield	2012	673	Br1_rent	Hampden
West Springfield	2012	855	Br2_rent	Hampden
West Springfield	2012	1023	Br3_rent	Hampden
West Springfield	2012	1188	Br4_rent	Hampden
Wilbraham	2012	566	Br0_rent	Hampden
Wilbraham	2012	673	Br1_rent	Hampden
Wilbraham	2012	855	Br2_rent	Hampden
Wilbraham	2012	1023	Br3_rent	Hampden
Wilbraham	2012	1188	Br4_rent	Hampden
Amherst	2012	566	Br0_rent	Hampshire
Amherst	2012	673	Br1_rent	Hampshire
Amherst	2012	855	Br2_rent	Hampshire
Amherst	2012	1023	Br3_rent	Hampshire
Amherst	2012	1188	Br4_rent	Hampshire
Belcher town	2012	566	Br0_rent	NA
Belcher town	2012	673	Br1_rent	NA
Belcher town	2012	855	Br2_rent	NA
Belcher town	2012	1023	Br3_rent	NA
Belcher town	2012	1188	Br4_rent	NA
Chesterfield	2012	566	Br0_rent	Hampshire
Chesterfield	2012	673	Br1_rent	Hampshire
Chesterfield	2012	855	Br2_rent	Hampshire
Chesterfield	2012	1023	Br3_rent	Hampshire
Chesterfield	2012	1188	Br4_rent	Hampshire
Cummington	2012	566	Br0_rent	Hampshire
Cummington	2012	673	Br1_rent	Hampshire
Cummington	2012	855	Br2_rent	Hampshire
Cummington	2012	1023	Br3_rent	Hampshire
Cummington	2012	1188	Br4_rent	Hampshire
Easthampton	2012	566	Br0_rent	Hampshire
Easthampton	2012	673	Br1_rent	Hampshire
Easthampton	2012	855	Br2_rent	Hampshire
Easthampton	2012	1023	Br3_rent	Hampshire
Easthampton	2012	1188	Br4_rent	Hampshire
Goshen	2012	566	Br0_rent	Hampshire
Goshen	2012	673	Br1_rent	Hampshire
Goshen	2012	855	Br2_rent	Hampshire
Goshen	2012	1023	Br3_rent	Hampshire
Goshen	2012	1188	Br4_rent	Hampshire
Granby	2012	566	Br0_rent	Hampshire
Granby	2012	673	Br1_rent	Hampshire
Granby	2012	855	Br2_rent	Hampshire
Granby	2012	1023	Br3_rent	Hampshire
Granby	2012	1188	Br4_rent	Hampshire
Hadley	2012	566	Br0_rent	Hampshire
Hadley	2012	673	Br1_rent	Hampshire
Hadley	2012	855	Br2_rent	Hampshire
Hadley	2012	1023	Br3_rent	Hampshire
Hadley	2012	1188	Br4_rent	Hampshire
Hatfield	2012	566	Br0_rent	Hampshire
Hatfield	2012	673	Br1_rent	Hampshire
Hatfield	2012	855	Br2_rent	Hampshire
Hatfield	2012	1023	Br3_rent	Hampshire
Hatfield	2012	1188	Br4_rent	Hampshire
Huntington	2012	566	Br0_rent	Hampshire
Huntington	2012	673	Br1_rent	Hampshire
Huntington	2012	855	Br2_rent	Hampshire
Huntington	2012	1023	Br3_rent	Hampshire
Huntington	2012	1188	Br4_rent	Hampshire
Middlefield	2012	566	Br0_rent	Hampshire
Middlefield	2012	673	Br1_rent	Hampshire
Middlefield	2012	855	Br2_rent	Hampshire
Middlefield	2012	1023	Br3_rent	Hampshire
Middlefield	2012	1188	Br4_rent	Hampshire
Northampton	2012	566	Br0_rent	Hampshire
Northampton	2012	673	Br1_rent	Hampshire
Northampton	2012	855	Br2_rent	Hampshire
Northampton	2012	1023	Br3_rent	Hampshire
Northampton	2012	1188	Br4_rent	Hampshire
Pelham	2012	566	Br0_rent	Hampshire
Pelham	2012	673	Br1_rent	Hampshire
Pelham	2012	855	Br2_rent	Hampshire
Pelham	2012	1023	Br3_rent	Hampshire
Pelham	2012	1188	Br4_rent	Hampshire
Plainfield	2012	566	Br0_rent	Hampshire
Plainfield	2012	673	Br1_rent	Hampshire
Plainfield	2012	855	Br2_rent	Hampshire
Plainfield	2012	1023	Br3_rent	Hampshire
Plainfield	2012	1188	Br4_rent	Hampshire
Southampton	2012	566	Br0_rent	Hampshire
Southampton	2012	673	Br1_rent	Hampshire
Southampton	2012	855	Br2_rent	Hampshire
Southampton	2012	1023	Br3_rent	Hampshire
Southampton	2012	1188	Br4_rent	Hampshire
South Hadley	2012	566	Br0_rent	Hampshire
South Hadley	2012	673	Br1_rent	Hampshire
South Hadley	2012	855	Br2_rent	Hampshire
South Hadley	2012	1023	Br3_rent	Hampshire
South Hadley	2012	1188	Br4_rent	Hampshire
Ware	2012	566	Br0_rent	Hampshire
Ware	2012	673	Br1_rent	Hampshire
Ware	2012	855	Br2_rent	Hampshire
Ware	2012	1023	Br3_rent	Hampshire
Ware	2012	1188	Br4_rent	Hampshire
Westhampton	2012	566	Br0_rent	Hampshire
Westhampton	2012	673	Br1_rent	Hampshire
Westhampton	2012	855	Br2_rent	Hampshire
Westhampton	2012	1023	Br3_rent	Hampshire
Westhampton	2012	1188	Br4_rent	Hampshire
Williamsburg	2012	566	Br0_rent	Hampshire
Williamsburg	2012	673	Br1_rent	Hampshire
Williamsburg	2012	855	Br2_rent	Hampshire
Williamsburg	2012	1023	Br3_rent	Hampshire
Williamsburg	2012	1188	Br4_rent	Hampshire
Worthington	2012	566	Br0_rent	Hampshire
Worthington	2012	673	Br1_rent	Hampshire
Worthington	2012	855	Br2_rent	Hampshire
Worthington	2012	1023	Br3_rent	Hampshire
Worthington	2012	1188	Br4_rent	Hampshire
Acton	2012	NA	Br0_rent	Middlesex
Acton	2012	1099	Br1_rent	Middlesex
Acton	2012	1166	Br2_rent	Middlesex
Acton	2012	1369	Br3_rent	Middlesex
Acton	2012	1637	Br4_rent	Middlesex
Arlington	2012	1099	Br0_rent	Middlesex
Arlington	2012	1166	Br1_rent	Middlesex
Arlington	2012	1369	Br2_rent	Middlesex
Arlington	2012	1637	Br3_rent	Middlesex
Arlington	2012	1799	Br4_rent	Middlesex
Ashby	2012	1099	Br0_rent	Middlesex
Ashby	2012	1166	Br1_rent	Middlesex
Ashby	2012	1369	Br2_rent	Middlesex
Ashby	2012	1637	Br3_rent	Middlesex
Ashby	2012	1799	Br4_rent	Middlesex
Ashland	2012	1099	Br0_rent	Middlesex
Ashland	2012	1166	Br1_rent	Middlesex
Ashland	2012	1369	Br2_rent	Middlesex
Ashland	2012	1637	Br3_rent	Middlesex
Ashland	2012	1799	Br4_rent	Middlesex
Ayer	2012	1099	Br0_rent	Middlesex
Ayer	2012	1166	Br1_rent	Middlesex
Ayer	2012	1369	Br2_rent	Middlesex
Ayer	2012	1637	Br3_rent	Middlesex
Ayer	2012	1799	Br4_rent	Middlesex
Bedford	2012	1099	Br0_rent	Middlesex
Bedford	2012	1166	Br1_rent	Middlesex
Bedford	2012	1369	Br2_rent	Middlesex
Bedford	2012	1637	Br3_rent	Middlesex
Bedford	2012	1799	Br4_rent	Middlesex
Belmont	2012	1099	Br0_rent	Middlesex
Belmont	2012	1166	Br1_rent	Middlesex
Belmont	2012	1369	Br2_rent	Middlesex
Belmont	2012	1637	Br3_rent	Middlesex
Belmont	2012	1799	Br4_rent	Middlesex
Billerica	2012	720	Br0_rent	Middlesex
Billerica	2012	861	Br1_rent	Middlesex
Billerica	2012	1107	Br2_rent	Middlesex
Billerica	2012	1322	Br3_rent	Middlesex
Billerica	2012	1450	Br4_rent	Middlesex
Boxborough	2012	1099	Br0_rent	Middlesex
Boxborough	2012	1166	Br1_rent	Middlesex
Boxborough	2012	1369	Br2_rent	Middlesex
Boxborough	2012	1637	Br3_rent	Middlesex
Boxborough	2012	1799	Br4_rent	Middlesex
Burlington	2012	1099	Br0_rent	Middlesex
Burlington	2012	1166	Br1_rent	Middlesex
Burlington	2012	1369	Br2_rent	Middlesex
Burlington	2012	1637	Br3_rent	Middlesex
Burlington	2012	1799	Br4_rent	Middlesex
Cambridge	2012	1099	Br0_rent	Middlesex
Cambridge	2012	1166	Br1_rent	Middlesex
Cambridge	2012	1369	Br2_rent	Middlesex
Cambridge	2012	1637	Br3_rent	Middlesex
Cambridge	2012	1799	Br4_rent	Middlesex
Carlisle	2012	1099	Br0_rent	Middlesex
Carlisle	2012	1166	Br1_rent	Middlesex
Carlisle	2012	1369	Br2_rent	Middlesex
Carlisle	2012	1637	Br3_rent	Middlesex
Carlisle	2012	1799	Br4_rent	Middlesex
Chelmsford	2012	720	Br0_rent	Middlesex
Chelmsford	2012	861	Br1_rent	Middlesex
Chelmsford	2012	1107	Br2_rent	Middlesex
Chelmsford	2012	1322	Br3_rent	Middlesex
Chelmsford	2012	1450	Br4_rent	Middlesex
Concord	2012	1099	Br0_rent	Middlesex
Concord	2012	1166	Br1_rent	Middlesex
Concord	2012	1369	Br2_rent	Middlesex
Concord	2012	1637	Br3_rent	Middlesex
Concord	2012	1799	Br4_rent	Middlesex
Dracut	2012	720	Br0_rent	Middlesex
Dracut	2012	861	Br1_rent	Middlesex
Dracut	2012	1107	Br2_rent	Middlesex
Dracut	2012	1322	Br3_rent	Middlesex
Dracut	2012	1450	Br4_rent	Middlesex
Dunstable	2012	720	Br0_rent	Middlesex
Dunstable	2012	861	Br1_rent	Middlesex
Dunstable	2012	1107	Br2_rent	Middlesex
Dunstable	2012	1322	Br3_rent	Middlesex
Dunstable	2012	1450	Br4_rent	Middlesex
Everett	2012	1099	Br0_rent	Middlesex
Everett	2012	1166	Br1_rent	Middlesex
Everett	2012	1369	Br2_rent	Middlesex
Everett	2012	1637	Br3_rent	Middlesex
Everett	2012	1799	Br4_rent	Middlesex
Framingham	2012	1099	Br0_rent	Middlesex
Framingham	2012	1166	Br1_rent	Middlesex
Framingham	2012	1369	Br2_rent	Middlesex
Framingham	2012	1637	Br3_rent	Middlesex
Framingham	2012	1799	Br4_rent	Middlesex
