name,region,county,population,latest_home_price,home_price_year,dor_income_per_capita,eqv_per_capita,economic_score,crime_actual_offenses,crime_rate_per_1000,safety_score,drive_minutes_to_boston,drive_distance_miles_to_boston,commute_score,school_score,affordability_score,family_score,missing_fields,data_sources,tags,data_quality_tier,is_coastal,is_coastal_source,region_key
Plympton,South Shore,Plymouth,2964,557500.0,2021.0,53567,265185,5.05,35,11.49,4.42,48.0,41.11,2.49,,6.91,5.46,['school_score'],"['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'SRS Crime Rates CSV', 'housing_price_data.txt']",['South Shore'],partial,False,,south_shore
Halifax,South Shore,Plymouth,7786,470000.0,2021.0,46544,192582,2.44,107,13.37,3.77,47.3,31.71,2.66,,8.79,5.0,['school_score'],"['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'SRS Crime Rates CSV', 'housing_price_data.txt']","['South Shore', 'more affordable']",partial,False,,south_shore
East Bridgewater,South Shore,Plymouth,14519,467000.0,2021.0,45166,188414,2.08,100,6.71,6.93,40.9,31.41,4.82,2.2,8.93,5.04,[],"['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV', 'housing_price_data.txt']","['South Shore', 'more affordable']",full,False,,south_shore
West Bridgewater,South Shore,Plymouth,7771,467500.0,2021.0,54184,231985,4.35,109,13.79,3.62,34.4,28.3,6.43,7.65,8.86,6.12,[],"['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV', 'housing_price_data.txt']","['South Shore', 'strong schools', 'more affordable']",full,False,,south_shore
Bridgewater,South Shore,Plymouth,29167,525000.0,2021.0,42207,181691,1.61,118,12.8,4.02,40.9,31.02,4.82,6.43,7.62,4.92,[],"['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV', 'housing_price_data.txt']","['South Shore', 'more affordable']",full,False,,south_shore
Brockton,South Shore,Plymouth,105788,405000.0,2021.0,27098,126449,0.3,3360,30.84,0.35,34.6,23.28,6.38,0.0,9.87,2.63,[],"['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV', 'housing_price_data.txt']","['South Shore', 'more affordable']",full,False,,south_shore
Easton,South Shore,Bristol,25568,625000.0,2021.0,64748,212746,4.48,306,12.04,4.22,37.5,28.21,5.75,,5.17,4.62,['school_score'],"['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'SRS Crime Rates CSV', 'housing_price_data.txt']",['South Shore'],partial,False,,south_shore
Raynham,South Shore,Bristol,15861,500000.0,2021.0,49678,213099,3.4,279,17.77,2.16,38.9,35.45,5.43,,7.92,4.49,['school_score'],"['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'SRS Crime Rates CSV', 'housing_price_data.txt']","['South Shore', 'more affordable']",partial,False,,south_shore
Middleborough,South Shore,Plymouth,24847,436250.0,2021.0,40662,177922,1.31,433,17.0,2.46,43.4,39.54,4.07,5.0,9.6,4.59,[],"['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV', 'housing_price_data.txt']","['South Shore', 'more affordable']",full,False,,south_shore
Lakeville,South Shore,Plymouth,12262,547525.0,2021.0,54553,247009,4.74,126,10.01,4.92,45.5,40.43,3.07,3.45,7.18,5.07,[],"['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV', 'housing_price_data.txt']","['South Shore', 'more affordable']",full,False,,south_shore
Mansfield,Southeast / Route 24 / commuter edge,Bristol,24077,575500.0,2021.0,62350,240794,4.97,337,14.11,3.52,37.0,31.52,5.93,7.92,6.58,5.75,[],"['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV', 'housing_price_data.txt']","['Southeast / Route 24 / commuter edge', 'strong schools']",full,False,,southeast_route_24
Norton,Southeast / Route 24 / commuter edge,Bristol,19392,495000.0,2021.0,47933,202329,2.86,89,4.65,8.84,42.8,36.9,4.32,4.52,8.19,6.1,[],"['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV', 'housing_price_data.txt']","['Southeast / Route 24 / commuter edge', 'low crime', 'more affordable']",full,False,,southeast_route_24
Attleboro,Southeast / Route 24 / commuter edge,Bristol,47085,441000.0,2021.0,41996,160316,1.25,1086,23.19,1.01,43.9,37.91,3.82,0.6,9.46,3.08,[],"['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV', 'housing_price_data.txt']","['Southeast / Route 24 / commuter edge', 'more affordable']",full,False,,southeast_route_24
North Attleborough,Southeast / Route 24 / commuter edge,Bristol,31210,,,50966,194982,3.04,432,13.9,3.57,43.9,38.05,3.82,2.86,,3.16,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Southeast / Route 24 / commuter edge'],partial,False,,southeast_route_24
Seekonk,Southeast / Route 24 / commuter edge,Bristol,15912,,,48467,222418,3.42,358,22.72,1.11,58.3,53.65,0.9,8.27,,4.27,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Southeast / Route 24 / commuter edge', 'strong schools']",partial,False,,southeast_route_24
Rehoboth,Southeast / Route 24 / commuter edge,Bristol,13537,,,57761,217627,4.25,78,5.85,7.64,60.8,46.59,0.5,0.83,,4.24,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Southeast / Route 24 / commuter edge', 'low crime']",partial,False,,southeast_route_24
Swansea,Southeast / Route 24 / commuter edge,Bristol,17537,,,42390,205437,2.28,234,13.42,3.72,57.2,51.76,1.18,6.9,,4.3,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Southeast / Route 24 / commuter edge'],partial,False,,southeast_route_24
Somerset,Southeast / Route 24 / commuter edge,Bristol,18375,,,40386,192236,1.63,242,13.29,3.87,57.4,47.71,1.11,7.65,,4.38,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Southeast / Route 24 / commuter edge', 'strong schools']",partial,False,,southeast_route_24
Dighton,Southeast / Route 24 / commuter edge,Bristol,8275,,,45606,187938,2.14,59,7.17,6.36,52.0,45.06,1.71,1.73,,3.41,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Southeast / Route 24 / commuter edge'],partial,False,,southeast_route_24
Taunton,Southeast / Route 24 / commuter edge,Bristol,61936,413150.0,2021.0,32523,155407,0.62,1188,19.68,1.86,45.0,37.63,3.39,2.95,9.8,3.81,[],"['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV', 'housing_price_data.txt']","['Southeast / Route 24 / commuter edge', 'more affordable']",full,False,,southeast_route_24
Berkley,Southeast / Route 24 / commuter edge,Bristol,6892,,,51468,194745,3.06,54,7.9,5.98,45.2,40.78,3.22,0.71,,3.25,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Southeast / Route 24 / commuter edge'],partial,False,,southeast_route_24
Freetown,Southeast / Route 24 / commuter edge,Bristol,9380,,,46146,246148,3.74,144,15.51,2.81,52.3,46.52,1.63,,,3.28,"['home_price_year', 'latest_home_price', 'school_score']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'SRS Crime Rates CSV']",['Southeast / Route 24 / commuter edge'],partial,False,,southeast_route_24
Fall River,Southeast / Route 24 / commuter edge,Bristol,94689,,,23335,107776,0.08,3637,38.74,0.15,53.6,50.66,1.41,0.42,,0.22,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Southeast / Route 24 / commuter edge', 'coastal']",partial,True,curated,southeast_route_24
New Bedford,Southeast / Route 24 / commuter edge,Bristol,101318,,,23310,109855,0.1,3742,37.1,0.2,63.0,57.85,0.35,0.65,,0.32,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Southeast / Route 24 / commuter edge', 'coastal']",partial,True,curated,southeast_route_24
Acushnet,Southeast / Route 24 / commuter edge,Bristol,10700,,,43749,184882,1.86,80,7.52,6.21,59.4,53.79,0.8,,,4.04,"['home_price_year', 'latest_home_price', 'school_score']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'SRS Crime Rates CSV']","['Southeast / Route 24 / commuter edge', 'coastal']",partial,True,curated,southeast_route_24
Dartmouth,Southeast / Route 24 / commuter edge,Bristol,34139,,,47163,249460,3.96,787,22.74,1.06,60.0,56.88,0.63,5.36,,3.46,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Southeast / Route 24 / commuter edge', 'coastal']",partial,True,curated,southeast_route_24
Fairhaven,Southeast / Route 24 / commuter edge,Bristol,16005,,,38858,218656,2.26,235,14.82,3.07,63.8,60.12,0.25,6.79,,4.04,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Southeast / Route 24 / commuter edge', 'coastal']",partial,True,curated,southeast_route_24
Rochester,Southeast / Route 24 / commuter edge,Plymouth,5936,,,55216,267863,5.22,36,5.89,7.51,57.7,51.57,0.95,6.79,,6.51,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Southeast / Route 24 / commuter edge', 'coastal', 'low crime']",partial,True,curated,southeast_route_24
Mattapoisett,Southeast / Route 24 / commuter edge,Plymouth,6763,,,80037,419023,8.26,46,6.65,6.98,62.0,61.42,0.4,8.21,,7.82,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Southeast / Route 24 / commuter edge', 'coastal', 'strong schools', 'higher income area', 'family-friendly']",partial,True,curated,southeast_route_24
Marion,Southeast / Route 24 / commuter edge,Plymouth,5341,,,76116,496779,8.44,57,10.38,4.82,59.7,57.92,0.75,,,6.63,"['home_price_year', 'latest_home_price', 'school_score']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'SRS Crime Rates CSV']","['Southeast / Route 24 / commuter edge', 'coastal', 'higher income area']",partial,True,curated,southeast_route_24
Wareham,Southeast / Route 24 / commuter edge,Plymouth,23526,,,32017,253043,2.89,498,20.69,1.51,56.0,53.29,1.31,0.18,,1.53,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Southeast / Route 24 / commuter edge', 'coastal']",partial,True,curated,southeast_route_24
Worcester,Worcester-area but still Boston-commutable for some,Worcester,211286,,,26358,113653,0.18,7179,34.83,0.25,50.3,45.73,2.11,1.96,,0.8,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Worcester-area but still Boston-commutable for some'],partial,False,,worcester_area
Auburn,Worcester-area but still Boston-commutable for some,Worcester,17323,,,43964,191195,2.04,336,20.04,1.71,46.9,46.3,2.81,5.54,,3.1,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Worcester-area but still Boston-commutable for some'],partial,False,,worcester_area
Millbury,Worcester-area but still Boston-commutable for some,Worcester,14173,,,45239,194882,2.31,313,22.29,1.26,45.9,44.31,3.02,7.32,,3.63,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Worcester-area but still Boston-commutable for some', 'strong schools']",partial,False,,worcester_area
Sutton,Worcester-area but still Boston-commutable for some,Worcester,9599,,,68076,251764,5.65,87,9.23,5.38,50.4,47.67,2.06,5.24,,5.42,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Worcester-area but still Boston-commutable for some'],partial,False,,worcester_area
Northbridge,Worcester-area but still Boston-commutable for some,Worcester,16719,,,46854,165382,1.88,114,6.95,6.53,50.9,41.82,1.91,,,4.2,"['home_price_year', 'latest_home_price', 'school_score']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'SRS Crime Rates CSV']",['Worcester-area but still Boston-commutable for some'],partial,False,,worcester_area
Douglas,Worcester-area but still Boston-commutable for some,Worcester,9452,,,49751,184652,2.62,61,6.58,7.09,59.9,55.6,0.7,3.93,,4.55,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Worcester-area but still Boston-commutable for some', 'low crime']",partial,False,,worcester_area
Uxbridge,Worcester-area but still Boston-commutable for some,Worcester,14703,,,47913,224284,3.44,107,7.36,6.28,57.6,45.5,1.03,1.61,,3.78,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Worcester-area but still Boston-commutable for some'],partial,False,,worcester_area
Blackstone,Worcester-area but still Boston-commutable for some,Worcester,9374,,,40976,158520,1.1,50,5.4,8.24,57.0,49.29,1.26,3.21,,4.18,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Worcester-area but still Boston-commutable for some', 'low crime']",partial,False,,worcester_area
Millville,Worcester-area but still Boston-commutable for some,Worcester,3187,,,41356,149419,1.03,10,3.18,9.55,60.0,55.66,0.63,,,5.29,"['home_price_year', 'latest_home_price', 'school_score']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'SRS Crime Rates CSV']","['Worcester-area but still Boston-commutable for some', 'low crime']",partial,False,,worcester_area
Leicester,Worcester-area but still Boston-commutable for some,Worcester,11224,,,40942,156499,1.03,160,14.47,3.29,57.6,52.41,1.03,4.43,,2.92,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Worcester-area but still Boston-commutable for some'],partial,False,,worcester_area
Paxton,Worcester-area but still Boston-commutable for some,Worcester,5043,,,49307,166101,2.19,35,6.93,6.58,64.7,56.13,0.15,1.85,,3.54,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Worcester-area but still Boston-commutable for some'],partial,False,,worcester_area
Holden,Worcester-area but still Boston-commutable for some,Worcester,20326,,,55612,187505,3.26,90,4.51,8.99,60.6,54.56,0.55,5.95,,6.07,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Worcester-area but still Boston-commutable for some', 'low crime']",partial,False,,worcester_area
West Boylston,Worcester-area but still Boston-commutable for some,Worcester,7938,,,46024,198139,2.54,37,4.72,8.79,53.1,48.74,1.48,5.65,,5.66,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Worcester-area but still Boston-commutable for some', 'low crime']",partial,False,,worcester_area
Boylston,Worcester-area but still Boston-commutable for some,Worcester,5064,,,72411,276910,6.4,27,5.42,8.19,48.7,45.96,2.26,7.74,,7.44,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Worcester-area but still Boston-commutable for some', 'strong schools', 'low crime', 'family-friendly']",partial,False,,worcester_area
Rutland,Worcester-area but still Boston-commutable for some,Worcester,9637,,,46916,161009,1.88,71,7.52,6.21,68.8,59.68,0.05,2.38,,3.49,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Worcester-area but still Boston-commutable for some'],partial,False,,worcester_area
Princeton,Worcester-area but still Boston-commutable for some,Worcester,3597,,,71066,226144,5.2,17,4.83,8.64,66.3,63.36,0.1,1.07,,4.97,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']","['Worcester-area but still Boston-commutable for some', 'low crime']",partial,False,,worcester_area
Leominster,Worcester-area but still Boston-commutable for some,Worcester,44209,,,36535,144619,0.62,1333,30.47,0.45,57.2,46.79,1.18,2.62,,1.23,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Worcester-area but still Boston-commutable for some'],partial,False,,worcester_area
Fitchburg,Worcester-area but still Boston-commutable for some,Worcester,42145,,,27202,115102,0.3,1253,30.14,0.5,64.2,51.42,0.2,1.49,,0.76,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Worcester-area but still Boston-commutable for some'],partial,False,,worcester_area
Lunenburg,Worcester-area but still Boston-commutable for some,Worcester,12007,,,50263,197808,3.06,171,14.37,3.42,61.8,50.34,0.45,4.17,,3.55,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Worcester-area but still Boston-commutable for some'],partial,False,,worcester_area
Westminster,Worcester-area but still Boston-commutable for some,Worcester,8509,,,50728,206330,3.32,81,9.63,5.13,63.5,55.62,0.3,,,4.22,"['home_price_year', 'latest_home_price', 'school_score']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'SRS Crime Rates CSV']",['Worcester-area but still Boston-commutable for some'],partial,False,,worcester_area
Gardner,Worcester-area but still Boston-commutable for some,Worcester,21381,,,27230,108774,0.22,305,14.65,3.12,69.5,60.88,0.0,0.89,,1.41,"['home_price_year', 'latest_home_price']","['DOR_Income_EQV_Per_Capita.xlsx', 'Google Distance Matrix', 'MA_Public_Schools_2017.csv', 'SRS Crime Rates CSV']",['Worcester-area but still Boston-commutable for some'],partial,False,,worcester_area
